text,label
Figyelemreméltóan kedves és megérintő.,positive
"Nem számít, hogy beveszed-e, hogy Barris CIA-s bérgyilkos.",neutral
"Az a furcsa, mégis homályos szemlélet, amit Clooney fenntart, egészen merész, ötletes és lenyűgöző.",positive
"A látványtervezés diadala a narratíva felett, de még milyen látványtervezésé!",positive
"Behan maga is tudta, hogyan kell kiforgatni egy történetet, de valószínűleg értékelni fogja ezt a kísérletet, hogy az életét művészetté változtassák.",positive
Jirí Hubac forgatókönyve egy gyöngyszem.,positive
"Karakterei megnyerőek, bizalmasak, a párbeszéd reálisak és nagyon megindítóak.",positive
"A Silberstein család hatásköre nagy, és elkezdünk ragaszkodni az erővel, melegséggel és életerővel teli életükhöz.",positive
"Moore összetett és fontos filmje - akár hiszed, akár nem -mérhetetlenül szórakoztató; egy olyan Dávid és Góliát történet, amely még mindig aktuális tud lenni.",positive
"A melléktörténet érdekes és szórakoztató, de nem olyan mágikus, mint a történet eleje.",neutral
"Szeretem az új felvételt, és még mindig szeretem a régit is.",positive
"Bár Mamának egy kicsit túl sokáig tart, hogy megtalálja a ritmusát, és a harmadik felvonás cselekményének kialakulása kissé melodramatikus, a szemérmetlen humor és a megható nosztalgia biztos, hogy mindenkinek kedves, aki az új évezred Jules-át és Jimjét keresi.",neutral
"Lehet, hogy nem tetszenek ezek az ötletek.",negative
De biztosan kelleni fog a póló.,neutral
Érdekfeszítő betekintést nyújt Todd Solondz képzeletébe és hermetikus elemzésébe.,positive
"A fegyverek szava lezserül örömteli, arra késztet, hogy cincáld szét a hibáit, még akkor is, ha el kell ismerned, hogy fején találja a szöget.",neutral
Bemutatja a közép-amerikai zenei kábulat megítélését és az attól való szabadulás kétségbeesett küzdelmét.,neutral
"Egyébként is, mi tesz minket boldoggá?",neutral
"Egy gondolatokkal teli, megindító darab, ami az őszinteség és a szépség nehéz kérdéseivel néz szembe.",positive
Az elmúlt évtized egyik legjobb romantikus vígjátéka.,positive
"Nem neveznéd a Jó kislányt randi filmnek, inkább anti-randi filmnek, de ha jó, akkor szörnyen jó.",positive
"Sokat segít rajta Zhao kiváló előadása, de a végén Dong Jie arcára emlékszel majd.",positive
"Ez a film tele van részletekkel és színekkel, és ékesen beszél arról, hogy az emberi lélek képes megnyugvásra lelni olyan eseményekben, amelyek örökre összezúzhatnák.",positive
"A rendezőnek, Steven Shainbergnek sikerült a szereplőire koncentrálnia, és inkább különc egyénekké tette őket, mint szórakoztató figurákká.",neutral
Végső soron az egyik legnyomasztóbb latin-amerikai rezsim visszaéléseinek fontos krónikájaként jelenik meg.,neutral
"A filmnek van egy lágy, elevenbe vágó mágiája, egyfajta kíméletlen bizonytalansága.",neutral
A barátság rejtelmeinek jól sikerült és gyakran kedves ábrázolása.,positive
"A közönségét képletes kikötőként használva Dong a mólójukhoz húzza a pártatlan ideológiai hajóját kirakodás előtt, mielőtt folytatja a még előtte álló hosszú utat.",neutral
"Megérti, hogy egy generáció éppen annyira határozza meg a zenéjét, amennyire a zene meghatározza a generációt.",neutral
"A Szállító éppen annyira élénk és szórakoztató, mint amennyire menthetetlenül buta.",neutral
Számos görög-amerikai esküvő vendégeként -- de szerencsére egyiknek sem áldozataként -- tanúsíthatom Ms. Vardalos emlékeinek és meglátásainak összehasonlító pontosságát.,positive
"Lehetséges volt valaha is azt mondani, hogy Williams valóban magára formált egy karaktert?",neutral
"Egy lehetetlen világbeli lehetetlen románc bemutatásával Pumpkin arra hív, hogy döntsük el, hogy azok miért lehetetlenek -- amivel arra kényszerít minket, hogy szembenézzünk a lehetségessel, és azzal, amivel lehetővé tesszük azt.",neutral
"Egy lenyűgöző debütálás az elsőfilmes író-rendező Mark Romanektől, különös tekintettel a videóklipes hátterére.",positive
"Egy lázító és mélyen gondolatébresztő betekintés legkülönösebb, furcsán rosszindulatú tévhiteink egyikébe egyre ijesztőbb teokráciánkban.",positive
"Minden alakítás elsőrangú, és ha egyszer túljutsz az akcentusokon, a Mindent vagy Semmit egy érzelmes, bár még mindig pozitív hangulatú filmmé válik.",positive
"A sikereit olyan tényezők is mérséklik, amelyek egyenesen az ellentétét bizonyítják annak, amit jól csinál.",neutral
"Szilárd és hatásos és pont olyan gondolatébresztő, mint amilyennek lennie kell.",positive
"Ez egy olyan káprázatosan magabiztos rendezői debütálás, hogy nehéz kitalálni, mit kellene legelőször dicsérni.",positive
"Parker hű marad Wilde saját elképzeléséhez, egy színtiszta komédia, aminek nincs semmi értelme, és nem is akar más lenni, mint kifinomult szórakoztatás, ami szerelmes a saját okosságába.",neutral
Mönch őszinte éleslátása megbocsájthatóvá teszi a film alkalmi mértéktelenségét.,neutral
"Szerencsére a film, ami a fantázia és a valóság közötti gyorsan romló határvonalat járja körül, poénosan áll a dolgokhoz még a Krokodilvadász napirend mellett is.",neutral
"A Kínzó mindennapok üzenete végső soron az, hogy minden szexuális vágy megzavarja az élet állandóságát.",neutral
"Ha olyan vagy, mint én, a jó öreg romantika híve, és valaki, aki szégyentelenül szeret enni, akkor a Többnyire Martha minden hozzávalót megad hozzá, hogy bőven kielégítse az étvágyadat.",positive
"A filmben újrajátszásokból, archív felvételekből és beszélgetős interjúkból is van elég, a zene pedig egyszerűen fenséges.",positive
"Van néhány odaszúrás az abszurd komédiában, de leginkább az édes, szelíd és alkalmanként nyálas humor az, ami iráni specialitássá vált.",neutral
Egy csodálatos karakter-alapú komédia.,positive
"Érdekes lenne a másik oldalról is hallani, de a Beszélj hozzában a nők a földre kerültek.",neutral
Egy szerethetően szokatlan romantikus vígjáték egy nagyszerű ismerkedési trükkel.,positive
"A nézői elvárásokkal folytatott kötélhúzás tagadhatatlan, ha önmagában nem is élvezetes.",neutral
"Régi receptet használ, nem túl eredeti, és elég zavaros is - de a nagy, buta, vidám filmet, a Bazi nagy görög lagzit egyszerűen imádni kell.",neutral
"Szinte lehetetlen nem meghatódni a filmem, ahogy az  áldozatokat ábrázolja és a posztszovjet Oroszországban játszódó, felkavaró epilóguson.",positive
"Ki tudja, hogy Godard pontosan miről beszél ebben a filmben, de szavainak és képeinek nem kell összefüggniük ahhoz, hogy elvarázsoljanak.",positive
"A hangnem kiegyensúlyozott, megfontolt és ésszerű.",positive
"A főszereplők mind rendben vannak, de Bishop és Stevenson kiemelkedik közülük.",positive
"Megváltoztathatja Amerikát, nem csak azért, mert tele van vitapontokkal, hanem mert hozzáférhetőségével az összetett politikát érthetővé teszi azon nézők számára is, akik csak energikus szórakozást keresnek.",positive
"Ami a legszembetűnőbb ebben a nagyrészt ünnepi filmben... az az elszigeteltség érzése, ami áthatja az egyéniség bástyáit egy Ikea világban.",neutral
"Ha a bolondos vígjátékok kedvelője vagy, a katonák szórakoztatni fognak a gusztustalanságukkal, a vicces trágárságukkal és a manipulatív játékaikkal.",neutral
"Kissé homályos, de Kinnear teljesítménye borotvaéles.",neutral
"Rendezőként Ratliff úr bölcsen visszautasítja a kísértést, hogy gúnyt űzzön az alanyaiból.",neutral
"Mindenkinek, aki emlékszik a 60-as évekre, vagy akit érdekel egy ember reakciója az agyvérzésre, érdemes megnéznie a Ram Dass: Ádáz kegyelem című filmet.",positive
"Érdekes és gyönyörű film, de azok, akik olvasták a könyvet, valószínűleg csalódottak lesznek.",neutral
Az Új fiúnak tényleg van szíve.,positive
Bárcsak lenne agya.,negative
A paranoia és a bizonytalanság feltárása Amerika félelmi kultúrájában.,neutral
"A legendás ír származású író, Brendan Behan memoárja, a Borstal Boy szeretetteljes adaptációt kapott a filmvásznon.",positive
"A film legnagyobb erénye, hogy nem csak egy újabb ""kösd össze a pontokat"" típusú kémkedős film.",positive
"Ez az okos rablófilm David Mamethez méltó fordulatokat tartogat, és hatalmas szórakozást nyújt a gondolkodó közönségnek.",positive
"Ez az egyik legszomorúbb film, amit valaha láttam, felemelő, de nem túlságosan szentimentális.",neutral
"Morton, mint mindig, brilliáns.",positive
"Annak ellenére, hogy a durva éleket biztonságosan lecsiszolták, az amerikai Insomnia még mindig átkozottul jó.",positive
"Nem tudom pontosan hova tenni Steven Soderbergh Szemből telibe című filmjével, bár ez nem akadályozott meg abban, hogy élvezzem a film nagy részét.",neutral
"Az így kialakuló kötélhúzás legalább annyira a modern Kína mikrokozmoszának pillanatképe, mint amennyire a filmes mitológia gyorstalpaló tanfolyama.",neutral
"Szinte szürreális, franciásan dorbézoló. Nem egy egyszerű film, kockázatot vállalsz, ha megnézed.",neutral
"Élveztem az utazást a ""dudorokat és mindent"", a krémes mélységet és a befejezést.",positive
"Mondhatjuk, hogy néha lassú, mondhatjuk, hogy néhány karakter úgy viselkedik, ahogy a valódi emberek nem tennének, de egy dolgot nem mondhatunk, hogy Alias Betty kiszámítható.",neutral
"Asia Anna Battistát alakítja, egy olasz szupersztárt és feltörekvő rendezőnőt, aki történetesen saját maga legnagyobb ellensége.",neutral
"Roman Coppola talán soha nem lesz olyan filmes, mint az apja volt, de a fenébe is - kevés filmes lesz az.",neutral
De a CQ alapján minden bizonnyal figyelni fogom a következő projektjét.,positive
"Egy szórakoztató, könnyed, apolitikus dokumentumfilm egy kampánykörút történetéről.",positive
Melodramatikus.,neutral
"De érzelmileg is lebilincselő, köszönhetően az egész szereplőgárda erős, hiteles alakításainak.",positive
"Végre egy film, amely jól teljesít - ráadásul több műfajban is.",positive
"Nem annyira élvezetes nézni, mint inkább tanulságos meghallgatni egy korábbi valóság új oldalát, és meglátogatni néhány olyan embert, aki képes volt hatást gyakorolni a színházi világra.",neutral
"Spielberg az a ritka rendező, aki nem akarja, hogy a nézők megbámulják vagy megtapsolják a speciális effektjeit.",neutral
"Csak azt akarja, hogy részesei legyenek az akciónak, a választott valóság háttérképének.",neutral
"Itt vannak, szerencsére.",neutral
"9/11 után a ""Személyes szabadság az első"" filozófiai üzenete nem biztos, hogy olyan ízléses, mint amilyennek szánták.",negative
"Hu és Liu természetes, tárgyilagos alakítást nyújtanak, amelyből sugárzik a bánat, a vágyakozás és a szerelem.",neutral
"Raja Amari merész és lírai első filmje lelkesítő értekezéssé bővíti azt a patetikus elképzelést, hogy a középkorú nők csak jól akarják érezni magukat.",positive
"Könnyebb tisztelni, mint lelkesedni, Andersson szigorú személyes látásmódja nem csak távolságot tart, de meg is követeli a távolságtartást.",neutral
"A lányok megvadultak, és újra civilizáltak lettek.",neutral
"Tunney egy szokatlanul emberi karaktert építhet, egy szinte valóságos lányt,  aki tele van gondokkal és reménnyel.",neutral
"Bár ez a film egyáltalán nem meglepő, mégis nagyon kielégítő.",positive
"Gondolj rá úgy, mint egyfajta vígasztaló táplálékra az elmének.",positive
"Okos, brutális és furcsán érzelmes film.",positive
Mindig megindítóan eredeti marad.,positive
Egy intelligens fikció a kulturális összeütközésen keresztüli tanulásról.,positive
"Megragadja a gyerekek képzeletét, lenyűgözi és szórakoztatja őket.",positive
Figyelemre méltó 179 perces meditáció a forradalom természetéről.,positive
"Azok, akik követnék Haneke hátborzongató felfedezőútjait... Huppert és Magimel brutális, elkötelezett alakítással jutalmazzák őket.",positive
"Egy kínai színész igaz története, aki drogozni kezd, és egy intézetben köt ki - nagyrészt az érintettek alakításában.",neutral
"Könnyedén kijelenthetjük, hogy ez az év legfelkavaróbb filmje.",neutral
De megfizeti az árát a bonyolult intellektuális játszadozásnak.,neutral
"Ez egy fantasztikus amerikai sportfilm, és Dennis Quaid a sportosságának szíve.",positive
"Ez egy olyan nagy energiájú film, ahol a dobolás és a menetelés olyan kiváló, hogy nem számít, ha a történet egy kicsit gyenge.",neutral
"Lenyűgöző bosszú-thriller, bár némileg gyengíti a rossz főszereplő hölgy.",neutral
"Bámulatosan finom, támogató, de érzelemmentes pillantás a Marks családra.",neutral
"Aljas, ijesztő és vicces.",neutral
"Attal az egó és a féltékenység komoly vizsgálatával, komédiát kever egy látszólag nyugodt házasságba.",neutral
"A képviselt művészek stílusbeli és etnikai sokszínűségének, valamint a rövid, 40 perces játékidőnek köszönhetően a történet nem tűnik ismétlődőnek.",positive
"A Zongorista szép búcsúbeszéd Polanski számára, amelyet saját tapasztalatai gazdagítottak, és ezáltal más filmjeit is valahogy gazdagabbá tették.",positive
